filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
CWE190_Integer_Overflow__int_fscanf_multiply_15.c,1.2018,0.0012,0.0013,20.0115,20.0117,1057,890,36,5
CWE190_Integer_Overflow__int_fscanf_multiply_31.c,1.1943,0.0012,0.0013,20.0115,20.0116,1008,851,36,3
CWE190_Integer_Overflow__int_fscanf_multiply_22a.c,1.2307,0.0012,0.0014,20.0115,20.0118,927,806,34,5
CWE190_Integer_Overflow__int_fscanf_multiply_09.c,1.2142,0.0012,0.0013,20.0115,20.0120,1047,861,36,3
CWE190_Integer_Overflow__int_fscanf_multiply_16.c,1.1828,0.0012,0.0013,20.0114,20.0120,975,1330,34,10
CWE190_Integer_Overflow__int_fscanf_multiply_41.c,1.2087,0.0013,0.0013,20.0114,20.0119,1109,816,35,6
CWE190_Integer_Overflow__int_fscanf_multiply_06.c,1.2140,0.0013,0.0012,20.0118,20.0116,1173,844,41,2
CWE190_Integer_Overflow__int_fscanf_multiply_17.c,1.1594,0.0012,0.0013,20.0114,20.0117,1159,812,41,2
CWE190_Integer_Overflow__int_fscanf_multiply_22b.c,1.1656,0.0012,0.0012,20.0114,20.0117,964,886,35,7
CWE190_Integer_Overflow__int_fscanf_multiply_10.c,1.2124,0.0012,0.0012,20.0112,20.0118,982,778,35,4
CWE190_Integer_Overflow__int_fscanf_multiply_04.c,1.1874,0.0012,0.0013,20.0116,20.0121,1076,982,39,8
CWE190_Integer_Overflow__int_fscanf_multiply_34.c,1.2008,0.0012,0.0012,20.0115,20.0119,988,850,35,6
CWE190_Integer_Overflow__int_fscanf_multiply_13.c,1.2079,0.0012,0.0012,20.0114,20.0116,997,843,33,7
CWE190_Integer_Overflow__int_fscanf_multiply_18.c,1.2173,0.0012,0.0013,20.0116,20.0117,902,969,35,5
CWE190_Integer_Overflow__int_fscanf_multiply_51b.c,1.2710,0.0021,0.0020,20.0136,20.0147,1754,1509,37,4
CWE190_Integer_Overflow__int_fscanf_multiply_52c.c,1.2142,0.0013,0.0017,20.0132,20.0148,1848,1855,35,5
CWE190_Integer_Overflow__int_fscanf_multiply_52a.c,1.3204,0.0018,0.0015,20.0137,20.0137,2038,1601,36,6
CWE190_Integer_Overflow__int_fscanf_multiply_54a.c,1.2664,0.0020,0.0014,20.0137,20.0140,2101,1564,35,6
CWE190_Integer_Overflow__int_fscanf_multiply_54e.c,1.2299,0.0014,0.0015,20.0133,20.0142,1819,1648,36,4
CWE190_Integer_Overflow__int_fscanf_multiply_51a.c,1.3357,0.0017,0.0014,20.0128,20.0147,2272,1739,36,6
CWE190_Integer_Overflow__int_fscanf_multiply_53a.c,1.2703,0.0024,0.0020,20.0145,20.0144,2248,1791,39,8
CWE190_Integer_Overflow__int_fscanf_multiply_53d.c,1.2441,0.0013,0.0015,20.0144,20.0132,2019,1680,36,6
CWE190_Integer_Overflow__int_fscanf_multiply_63a.c,1.2396,0.0016,0.0014,20.0150,20.0158,1926,1734,34,9
CWE190_Integer_Overflow__int_fscanf_multiply_63b.c,1.2382,0.0014,0.0015,20.0142,20.0139,1896,1589,34,6
CWE190_Integer_Overflow__int_fscanf_multiply_64a.c,1.2589,0.0014,0.0016,20.0132,20.0135,1961,1779,36,7
CWE190_Integer_Overflow__int_fscanf_multiply_64b.c,1.2530,0.0020,0.0015,20.0133,20.0134,2220,1490,40,4
CWE190_Integer_Overflow__int_fscanf_multiply_65b.c,1.1976,0.0015,0.0015,20.0134,20.0139,2055,1688,36,5
CWE190_Integer_Overflow__int_fscanf_multiply_66b.c,1.2433,0.0013,0.0014,20.0150,20.0131,1803,1792,35,8
CWE190_Integer_Overflow__int_fscanf_multiply_66a.c,1.2287,0.0014,0.0016,20.0128,20.0145,2051,1899,34,8
CWE190_Integer_Overflow__int_fscanf_multiply_67b.c,1.2548,0.0016,0.0014,20.0140,20.0153,2069,1599,37,5
CWE190_Integer_Overflow__int_fscanf_multiply_67a.c,1.2375,0.0016,0.0016,20.0144,20.0139,1975,1730,33,7
CWE190_Integer_Overflow__int_fscanf_square_01.c,1.2119,0.0021,0.0017,20.0141,20.0142,2114,1980,36,8
CWE190_Integer_Overflow__int_fscanf_square_53d.c,1.2025,0.0012,0.0013,20.0115,20.0117,1188,1050,40,6
CWE190_Integer_Overflow__int_fscanf_square_16.c,1.2017,0.0012,0.0013,20.0118,20.0120,1137,1017,39,11
CWE190_Integer_Overflow__int_fscanf_square_51a.c,1.2301,0.0013,0.0012,20.0116,20.0117,947,973,35,5
CWE190_Integer_Overflow__int_fscanf_square_51b.c,1.1987,0.0012,0.0013,20.0115,20.0117,1095,937,39,9
CWE190_Integer_Overflow__int_fscanf_square_09.c,1.2041,0.0013,0.0013,20.0117,20.0118,1113,959,40,3
CWE190_Integer_Overflow__int_fscanf_square_52c.c,1.2077,0.0012,0.0013,20.0118,20.0118,1032,919,39,7
CWE190_Integer_Overflow__int_fscanf_square_14.c,1.2425,0.0012,0.0013,20.0118,20.0116,1068,974,39,5
CWE190_Integer_Overflow__int_fscanf_square_03.c,1.2194,0.0012,0.0013,20.0116,20.0118,1063,845,38,8
CWE190_Integer_Overflow__int_fscanf_square_13.c,1.2419,0.0013,0.0014,20.0115,20.0121,1101,931,38,8
CWE190_Integer_Overflow__int_fscanf_square_08.c,1.2139,0.0012,0.0013,20.0115,20.0117,1169,988,40,12
CWE190_Integer_Overflow__int_fscanf_square_54a.c,1.2040,0.0012,0.0013,20.0118,20.0120,1122,879,39,8
CWE190_Integer_Overflow__int_fscanf_square_22b.c,1.2460,0.0012,0.0012,20.0135,20.0127,1027,1007,39,3
CWE190_Integer_Overflow__int_fscanf_square_54e.c,1.2136,0.0012,0.0013,20.0118,20.0120,1218,962,38,6
CWE190_Integer_Overflow__int_fscanf_square_02.c,1.2137,0.0012,0.0013,20.0117,20.0118,989,903,39,3
CWE190_Integer_Overflow__int_fscanf_square_52a.c,1.2523,0.0012,0.0013,20.0115,20.0117,1127,884,39,10
CWE190_Integer_Overflow__int_fscanf_square_10.c,1.2205,0.0012,0.0013,20.0116,20.0118,1046,857,38,2
CWE190_Integer_Overflow__int_fscanf_square_15.c,1.2030,0.0013,0.0013,20.0115,20.0118,1108,878,39,3
CWE190_Integer_Overflow__int_fscanf_square_32.c,1.2098,0.0013,0.0012,20.0115,20.0117,1156,859,40,3
CWE190_Integer_Overflow__int_fscanf_square_22a.c,1.2240,0.0012,0.0013,20.0116,20.0119,1070,943,39,3
CWE190_Integer_Overflow__int_fscanf_square_45.c,1.2101,0.0012,0.0013,20.0120,20.0117,1140,724,40,2
CWE190_Integer_Overflow__int_fscanf_square_11.c,1.1954,0.0012,0.0013,20.0116,20.0137,1061,916,39,3
CWE190_Integer_Overflow__int_fscanf_square_34.c,1.2106,0.0013,0.0013,20.0114,20.0120,1183,827,39,2
CWE190_Integer_Overflow__int_fscanf_square_21.c,1.2520,0.0012,0.0013,20.0116,20.0117,1127,980,39,9
CWE190_Integer_Overflow__int_fscanf_square_53a.c,1.2056,0.0012,0.0013,20.0115,20.0120,1053,917,39,5
CWE190_Integer_Overflow__int_fscanf_square_17.c,1.2044,0.0013,0.0013,20.0117,20.0121,1058,895,39,11
CWE190_Integer_Overflow__int_fscanf_square_18.c,1.2367,0.0012,0.0014,20.0115,20.0118,1108,959,39,7
CWE190_Integer_Overflow__int_fscanf_square_42.c,1.2352,0.0013,0.0013,20.0114,20.0117,1103,1084,39,4
CWE190_Integer_Overflow__int_fscanf_square_04.c,1.2464,0.0012,0.0013,20.0115,20.0119,1134,910,38,6
CWE190_Integer_Overflow__int_fscanf_square_31.c,1.2315,0.0013,0.0013,20.0119,20.0117,1099,953,40,11
CWE190_Integer_Overflow__int_fscanf_square_44.c,1.2438,0.0012,0.0012,20.0118,20.0121,1067,991,39,3
CWE190_Integer_Overflow__int_fscanf_square_07.c,1.2027,0.0013,0.0012,20.0115,20.0118,1066,994,40,3
CWE190_Integer_Overflow__int_fscanf_square_06.c,1.2557,0.0012,0.0013,20.0114,20.0118,1000,876,36,2
CWE190_Integer_Overflow__int_fscanf_square_12.c,1.1937,0.0012,0.0012,20.0117,20.0118,1066,890,38,5
CWE190_Integer_Overflow__int_fscanf_square_05.c,1.2370,0.0013,0.0013,20.0116,20.0123,1114,941,40,3
CWE190_Integer_Overflow__int_fscanf_square_41.c,1.2515,0.0013,0.0013,20.0114,20.0118,1100,1117,39,4
CWE190_Integer_Overflow__int_fscanf_square_63a.c,2.3479,0.0017,0.0015,20.0166,20.0155,607,702,56,3
CWE190_Integer_Overflow__int_fscanf_square_63b.c,1.7577,0.0013,0.0017,20.0136,20.0142,1152,1551,32,8
CWE190_Integer_Overflow__int_fscanf_square_64b.c,1.2297,0.0014,0.0019,20.0139,20.0146,2004,1855,38,8
CWE190_Integer_Overflow__int_fscanf_square_64a.c,1.2508,0.0014,0.0015,20.0136,20.0134,1960,1884,43,12
CWE190_Integer_Overflow__int_fscanf_square_65b.c,1.2258,0.0019,0.0013,20.0140,20.0144,2088,1589,40,8
CWE190_Integer_Overflow__int_fscanf_square_66b.c,1.2596,0.0013,0.0014,20.0138,20.0142,2045,1804,36,7
CWE190_Integer_Overflow__int_fscanf_square_66a.c,1.2811,0.0013,0.0028,20.0132,20.0145,2100,1995,40,8
CWE190_Integer_Overflow__int_fscanf_square_67b.c,1.2106,0.0013,0.0015,20.0138,20.0134,2063,1776,36,7
CWE190_Integer_Overflow__int_fscanf_square_67a.c,1.2470,0.0014,0.0014,20.0132,20.0149,1998,1744,48,12
CWE190_Integer_Overflow__short_fscanf_add_01.c,1.1950,0.0014,0.0015,20.0133,20.0151,2243,2141,40,8
CWE190_Integer_Overflow__short_fscanf_add_02.c,1.2356,0.0018,0.0015,20.0154,20.0147,1650,1497,34,5
CWE190_Integer_Overflow__short_fscanf_add_03.c,1.2104,0.0013,0.0014,20.0141,20.0142,1894,1545,33,7
CWE190_Integer_Overflow__short_fscanf_add_21.c,1.2039,0.0012,0.0013,20.0115,20.0117,953,729,33,8
CWE190_Integer_Overflow__short_fscanf_add_09.c,1.2053,0.0012,0.0012,20.0118,20.0116,835,739,33,5
CWE190_Integer_Overflow__short_fscanf_add_11.c,1.2007,0.0012,0.0012,20.0116,20.0117,865,693,34,6
CWE190_Integer_Overflow__short_fscanf_add_53a.c,1.2481,0.0012,0.0013,20.0117,20.0118,926,772,33,3
CWE190_Integer_Overflow__short_fscanf_add_18.c,1.1839,0.0012,0.0012,20.0115,20.0118,884,753,36,6
CWE190_Integer_Overflow__short_fscanf_add_53d.c,1.6423,0.0019,0.1056,20.0213,20.0133,682,767,34,7
CWE190_Integer_Overflow__short_fscanf_add_54e.c,1.2477,0.0012,0.0014,20.0129,20.0135,881,767,36,5
CWE190_Integer_Overflow__short_fscanf_add_53c.c,1.2268,0.0012,0.0014,20.0118,20.0149,6594,334,38,1
CWE190_Integer_Overflow__short_fscanf_add_45.c,1.1792,0.0012,0.0013,20.0116,20.0120,953,720,33,6
CWE190_Integer_Overflow__short_fscanf_add_12.c,1.1720,0.0012,0.0012,20.0119,20.0116,883,789,34,6
CWE190_Integer_Overflow__short_fscanf_add_05.c,1.2191,0.0012,0.0012,20.0118,20.0117,846,707,34,4
CWE190_Integer_Overflow__short_fscanf_add_52a.c,1.2101,0.0012,0.0013,20.0117,20.0119,890,791,33,5
CWE190_Integer_Overflow__short_fscanf_add_15.c,1.1928,0.0012,0.0012,20.0114,20.0118,895,892,36,6
CWE190_Integer_Overflow__short_fscanf_add_22a.c,1.2160,0.0012,0.0012,20.0116,20.0117,876,731,34,5
CWE190_Integer_Overflow__short_fscanf_add_07.c,1.1957,0.0012,0.0012,20.0115,20.0117,855,708,34,5
CWE190_Integer_Overflow__short_fscanf_add_51b.c,1.2266,0.0012,0.0012,20.0117,20.0118,889,786,33,5
CWE190_Integer_Overflow__short_fscanf_add_32.c,1.1992,0.0012,0.0013,20.0115,20.0121,978,806,37,2
CWE190_Integer_Overflow__short_fscanf_add_54a.c,1.2675,0.0013,0.0013,20.0133,20.0142,944,783,35,5
CWE190_Integer_Overflow__short_fscanf_add_08.c,1.2155,0.0012,0.0012,20.0119,20.0116,915,687,33,5
CWE190_Integer_Overflow__short_fscanf_add_53b.c,1.2647,0.0012,0.0012,20.0125,20.0121,907,718,34,5
CWE190_Integer_Overflow__short_fscanf_add_22b.c,1.2191,0.0012,0.0013,20.0116,20.0119,946,714,36,5
CWE190_Integer_Overflow__short_fscanf_add_16.c,1.2169,0.0012,0.0013,20.0115,20.0118,908,717,35,5
CWE190_Integer_Overflow__short_fscanf_add_54d.c,1.3138,0.0013,0.0013,20.0143,20.0134,928,818,36,4
CWE190_Integer_Overflow__short_fscanf_add_06.c,1.2307,0.0012,0.0012,20.0117,20.0118,929,741,34,6
CWE190_Integer_Overflow__short_fscanf_add_10.c,1.1956,0.0012,0.0013,20.0113,20.0116,935,718,35,2
CWE190_Integer_Overflow__short_fscanf_add_31.c,1.1945,0.0012,0.0013,20.0115,20.0117,876,776,34,5
CWE190_Integer_Overflow__short_fscanf_add_44.c,1.2240,0.0012,0.0013,20.0115,20.0117,901,770,34,4
CWE190_Integer_Overflow__short_fscanf_add_04.c,1.2076,0.0012,0.0012,20.0117,20.0121,869,742,35,5
CWE190_Integer_Overflow__short_fscanf_add_54b.c,1.2894,0.0014,0.0014,20.0134,20.0130,905,742,34,4
CWE190_Integer_Overflow__short_fscanf_add_34.c,1.1845,0.0012,0.0012,20.0117,20.0118,847,818,33,5
CWE190_Integer_Overflow__short_fscanf_add_42.c,1.2086,0.0012,0.0013,20.0116,20.0121,895,760,33,5
CWE190_Integer_Overflow__short_fscanf_add_17.c,1.2127,0.0012,0.0013,20.0117,20.0120,868,728,33,4
CWE190_Integer_Overflow__short_fscanf_add_52b.c,1.2129,0.0012,0.0012,20.0116,20.0123,857,787,34,4
CWE190_Integer_Overflow__short_fscanf_add_13.c,1.2066,0.0012,0.0013,20.0119,20.0117,840,676,34,5
CWE190_Integer_Overflow__short_fscanf_add_14.c,1.2112,0.0012,0.0013,20.0115,20.0119,820,694,33,6
CWE190_Integer_Overflow__short_fscanf_add_51a.c,1.2922,0.0012,0.0012,20.0118,20.0120,847,753,33,5
CWE190_Integer_Overflow__short_fscanf_add_54c.c,1.3158,0.0013,0.0013,20.0135,20.0141,973,792,35,6
CWE190_Integer_Overflow__short_fscanf_add_41.c,1.2069,0.0012,0.0012,20.0116,20.0118,864,802,34,5
CWE190_Integer_Overflow__short_fscanf_add_52c.c,1.2714,0.0012,0.0013,20.0117,20.0118,824,777,34,5
CWE190_Integer_Overflow__short_fscanf_add_63a.c,1.2764,0.0019,0.0016,20.0133,20.0210,2005,1506,42,5
CWE190_Integer_Overflow__short_fscanf_add_63b.c,1.1936,0.0013,0.0017,20.0129,20.0141,2001,1506,34,5
CWE190_Integer_Overflow__short_fscanf_add_64a.c,1.2421,0.0014,0.0016,20.0137,20.0136,1945,1408,34,4
CWE190_Integer_Overflow__short_fscanf_add_64b.c,1.2123,0.0013,0.0015,20.0129,20.0130,1752,1940,39,13
CWE190_Integer_Overflow__short_fscanf_add_65b.c,1.2138,0.0014,0.0019,20.0147,20.0146,1842,1496,34,6
CWE190_Integer_Overflow__short_fscanf_add_66a.c,1.2285,0.0013,0.0017,20.0136,20.0149,1782,1602,34,6
CWE190_Integer_Overflow__short_fscanf_add_66b.c,1.1944,0.0019,0.0015,20.0131,20.0138,1811,1582,35,7
CWE190_Integer_Overflow__short_fscanf_add_67b.c,1.2048,0.0015,0.0014,20.0132,20.0130,1782,1640,33,6
CWE190_Integer_Overflow__short_fscanf_add_67a.c,1.2144,0.0018,0.0014,20.0152,20.0137,1762,1572,35,6
CWE190_Integer_Overflow__short_fscanf_multiply_01.c,1.2159,0.0014,0.0014,20.0145,20.0145,1872,1564,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_53a.c,1.2625,0.0013,0.0013,20.0115,20.0119,861,816,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_41.c,1.2652,0.0012,0.0013,20.0116,20.0119,905,685,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_53d.c,1.2137,0.0012,0.0013,20.0120,20.0119,933,802,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_04.c,1.2646,0.0012,0.0013,20.0118,20.0120,876,776,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_08.c,1.2147,0.0012,0.0013,20.0117,20.0121,875,780,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_15.c,1.2604,0.0012,0.0013,20.0117,20.0123,865,765,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_11.c,1.2237,0.0012,0.0013,20.0114,20.0119,904,750,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_22b.c,1.2322,0.0012,0.0012,20.0116,20.0121,890,763,34,4
CWE190_Integer_Overflow__short_fscanf_multiply_54d.c,1.2511,0.0013,0.0013,20.0120,20.0118,940,792,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_07.c,1.2396,0.0012,0.0013,20.0118,20.0119,881,768,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_03.c,1.2553,0.0012,0.0013,20.0124,20.0119,964,825,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_52b.c,1.1735,0.0013,0.0013,20.0117,20.0119,847,760,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_32.c,1.2524,0.0012,0.0013,20.0121,20.0118,1030,814,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_06.c,1.2257,0.0012,0.0013,20.0124,20.0131,843,765,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_31.c,1.2437,0.0013,0.0012,20.0116,20.0119,915,755,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_52c.c,1.2002,0.0012,0.0012,20.0116,20.0118,982,866,34,7
CWE190_Integer_Overflow__short_fscanf_multiply_17.c,1.2444,0.0013,0.0013,20.0116,20.0120,840,799,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_42.c,1.2185,0.0014,0.0013,20.0120,20.0119,962,921,34,8
CWE190_Integer_Overflow__short_fscanf_multiply_54e.c,1.2647,0.0012,0.0013,20.0118,20.0136,929,750,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_52a.c,1.3309,0.0012,0.0013,20.0133,20.0131,777,748,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_05.c,1.2420,0.0012,0.0013,20.0119,20.0123,899,742,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_34.c,1.2738,0.0012,0.0013,20.0115,20.0128,955,816,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_18.c,1.2977,0.0012,0.0013,20.0117,20.0119,856,763,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_51b.c,1.2144,0.0012,0.0013,20.0135,20.0130,695,969,31,3
CWE190_Integer_Overflow__short_fscanf_multiply_14.c,1.2460,0.0012,0.0013,20.0120,20.0126,828,788,33,6
CWE190_Integer_Overflow__short_fscanf_multiply_13.c,1.2468,0.0012,0.0013,20.0117,20.0124,868,760,34,6
CWE190_Integer_Overflow__short_fscanf_multiply_54a.c,1.2637,0.0012,0.0013,20.0116,20.0123,907,769,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_12.c,1.2466,0.0012,0.0013,20.0118,20.0121,891,779,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_44.c,1.2711,0.0013,0.0013,20.0116,20.0119,867,781,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_53b.c,1.2677,0.0012,0.0013,20.0116,20.0123,895,730,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_54b.c,1.2729,0.0013,0.0013,20.0118,20.0119,886,785,34,6
CWE190_Integer_Overflow__short_fscanf_multiply_21.c,1.2877,0.0012,0.0013,20.0115,20.0119,893,785,33,5
CWE190_Integer_Overflow__short_fscanf_multiply_10.c,1.2949,0.0012,0.0013,20.0119,20.0120,879,807,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_22a.c,1.2619,0.0012,0.0013,20.0121,20.0119,829,798,33,4
CWE190_Integer_Overflow__short_fscanf_multiply_02.c,1.2497,0.0013,0.0013,20.0118,20.0120,905,758,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_16.c,1.2402,0.0012,0.0013,20.0119,20.0126,940,795,36,4
CWE190_Integer_Overflow__short_fscanf_multiply_45.c,1.2511,0.0012,0.0013,20.0122,20.0120,907,823,34,4
CWE190_Integer_Overflow__short_fscanf_multiply_51a.c,1.2522,0.0012,0.0013,20.0124,20.0142,760,155,44,2
CWE190_Integer_Overflow__short_fscanf_multiply_53c.c,1.2024,0.0012,0.0013,20.0116,20.0120,911,824,34,6
CWE190_Integer_Overflow__short_fscanf_multiply_54c.c,1.2314,0.0012,0.0013,20.0115,20.0120,950,773,34,7
CWE190_Integer_Overflow__short_fscanf_multiply_09.c,1.2802,0.0012,0.0013,20.0119,20.0120,820,852,32,5
CWE190_Integer_Overflow__short_fscanf_multiply_63b.c,1.2442,0.0014,0.0016,20.0141,20.0141,1700,1482,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_63a.c,1.5418,0.0014,0.0017,20.0143,20.0147,1770,1541,36,4
CWE190_Integer_Overflow__short_fscanf_multiply_64a.c,1.2546,0.0018,0.0016,20.0144,20.0135,1780,1520,35,6
CWE190_Integer_Overflow__short_fscanf_multiply_64b.c,1.2587,0.0015,0.0016,20.0131,20.0136,1747,1577,34,5
CWE190_Integer_Overflow__short_fscanf_multiply_65b.c,1.2053,0.0017,0.0015,20.0144,20.0150,1829,1656,34,4
CWE190_Integer_Overflow__short_fscanf_multiply_66a.c,1.2382,0.0015,0.0018,20.0143,20.0142,1812,1552,33,6
CWE190_Integer_Overflow__short_fscanf_multiply_66b.c,1.2022,0.0016,0.0015,20.0140,20.0147,1712,1511,34,6
CWE190_Integer_Overflow__short_fscanf_multiply_67a.c,1.2843,0.0015,0.0019,20.0138,20.0129,1923,1380,34,6
CWE190_Integer_Overflow__short_fscanf_multiply_67b.c,1.2413,0.0013,0.0016,20.0144,20.0143,1728,1408,32,6
CWE190_Integer_Overflow__short_fscanf_square_01.c,1.2286,0.0015,0.0015,20.0181,20.0139,1885,1972,34,14
CWE190_Integer_Overflow__short_fscanf_square_32.c,1.2543,0.0012,0.0013,20.0120,20.0130,1036,1090,35,9
CWE190_Integer_Overflow__short_fscanf_square_51b.c,1.2142,0.0012,0.0013,20.0117,20.0123,946,1182,35,10
CWE190_Integer_Overflow__short_fscanf_square_05.c,1.2714,0.0013,0.0012,20.0117,20.0123,909,1121,34,9
CWE190_Integer_Overflow__short_fscanf_square_21.c,1.2592,0.0013,0.0013,20.0120,20.0120,875,1129,33,7
CWE190_Integer_Overflow__short_fscanf_square_13.c,1.2583,0.0012,0.0014,20.0119,20.0119,957,1144,35,9
CWE190_Integer_Overflow__short_fscanf_square_54e.c,1.2102,0.0013,0.0014,20.0124,20.0124,931,1130,34,8
CWE190_Integer_Overflow__short_fscanf_square_53c.c,1.2217,0.0012,0.0013,20.0118,20.0120,896,1288,35,6
CWE190_Integer_Overflow__short_fscanf_square_22b.c,1.2600,0.0012,0.0013,20.0120,20.0124,991,1129,37,11
CWE190_Integer_Overflow__short_fscanf_square_54a.c,1.2935,0.0012,0.0013,20.0129,20.0119,923,1143,35,11
CWE190_Integer_Overflow__short_fscanf_square_11.c,1.2667,0.0012,0.0016,20.0118,20.0118,881,1186,34,9
CWE190_Integer_Overflow__short_fscanf_square_09.c,1.2832,0.0012,0.0014,20.0117,20.0119,1040,1191,38,4
CWE190_Integer_Overflow__short_fscanf_square_03.c,1.2755,0.0012,0.0017,20.0121,20.0125,1008,1115,37,4
CWE190_Integer_Overflow__short_fscanf_square_08.c,1.2863,0.0012,0.0013,20.0119,20.0121,867,1202,35,10
CWE190_Integer_Overflow__short_fscanf_square_45.c,1.2671,0.0012,0.0013,20.0120,20.0118,1049,749,34,6
CWE190_Integer_Overflow__short_fscanf_square_12.c,1.2370,0.0013,0.0013,20.0116,20.0123,993,1218,34,9
CWE190_Integer_Overflow__short_fscanf_square_54c.c,1.2503,0.0012,0.0013,20.0117,20.0142,1145,740,42,9
CWE190_Integer_Overflow__short_fscanf_square_51a.c,1.2877,0.0012,0.0013,20.0120,20.0119,922,1140,34,6
CWE190_Integer_Overflow__short_fscanf_square_42.c,1.2506,0.0013,0.0013,20.0121,20.0128,983,1107,34,9
CWE190_Integer_Overflow__short_fscanf_square_10.c,1.2595,0.0012,0.0013,20.0130,20.0118,911,1171,34,7
CWE190_Integer_Overflow__short_fscanf_square_16.c,1.2522,0.0012,0.0013,20.0116,20.0120,959,1137,35,7
CWE190_Integer_Overflow__short_fscanf_square_41.c,1.2527,0.0012,0.0013,20.0117,20.0123,979,1118,34,10
CWE190_Integer_Overflow__short_fscanf_square_31.c,1.2160,0.0013,0.0013,20.0119,20.0120,1049,1121,36,4
CWE190_Integer_Overflow__short_fscanf_square_52b.c,1.2549,0.0012,0.0013,20.0122,20.0122,951,1173,35,7
CWE190_Integer_Overflow__short_fscanf_square_06.c,1.2915,0.0012,0.0013,20.0118,20.0127,904,1224,34,8
CWE190_Integer_Overflow__short_fscanf_square_17.c,1.2673,0.0012,0.0013,20.0121,20.0124,932,1106,34,8
CWE190_Integer_Overflow__short_fscanf_square_54b.c,1.2710,0.0012,0.0013,20.0117,20.0123,979,1155,35,6
CWE190_Integer_Overflow__short_fscanf_square_53b.c,1.2889,0.0012,0.0013,20.0119,20.0119,917,1096,34,8
CWE190_Integer_Overflow__short_fscanf_square_02.c,1.2881,0.0012,0.0013,20.0118,20.0123,1024,1112,36,4
CWE190_Integer_Overflow__short_fscanf_square_53d.c,1.2602,0.0012,0.0013,20.0117,20.0119,1002,1191,36,7
CWE190_Integer_Overflow__short_fscanf_square_07.c,1.2928,0.0012,0.0013,20.0121,20.0119,960,1129,36,5
CWE190_Integer_Overflow__short_fscanf_square_54d.c,1.4305,0.0012,0.0014,20.0122,20.0122,1227,1220,40,6
CWE190_Integer_Overflow__short_fscanf_square_53a.c,1.2764,0.0012,0.0013,20.0120,20.0124,931,1146,34,8
CWE190_Integer_Overflow__short_fscanf_square_52a.c,1.2747,0.0012,0.0013,20.0119,20.0124,1007,1287,37,7
CWE190_Integer_Overflow__short_fscanf_square_18.c,1.2504,0.0013,0.0013,20.0118,20.0119,945,1057,33,9
CWE190_Integer_Overflow__short_fscanf_square_04.c,1.3040,0.0012,0.0013,20.0117,20.0119,980,1125,36,6
CWE190_Integer_Overflow__short_fscanf_square_15.c,1.2492,0.0012,0.0013,20.0119,20.0120,953,1206,34,6
CWE190_Integer_Overflow__short_fscanf_square_22a.c,1.2974,0.0012,0.0013,20.0120,20.0139,969,1210,36,11
CWE190_Integer_Overflow__short_fscanf_square_34.c,1.2300,0.0012,0.0013,20.0115,20.0119,1050,1182,34,10
CWE190_Integer_Overflow__short_fscanf_square_52c.c,1.2600,0.0012,0.0013,20.0122,20.0120,922,1213,38,13
CWE190_Integer_Overflow__short_fscanf_square_14.c,1.2571,0.0012,0.0013,20.0117,20.0119,906,1149,34,10
CWE190_Integer_Overflow__short_fscanf_square_44.c,1.2669,0.0012,0.0013,20.0117,20.0119,1046,1140,37,4
CWE190_Integer_Overflow__short_fscanf_square_63b.c,1.2099,0.0017,0.0014,20.0149,20.0140,2132,1969,35,13
CWE190_Integer_Overflow__short_fscanf_square_63a.c,1.2262,0.0015,0.0015,20.0148,20.0143,1649,1979,35,14
CWE190_Integer_Overflow__short_fscanf_square_64a.c,1.2337,0.0014,0.0015,20.0140,20.0142,2768,1959,53,11
CWE190_Integer_Overflow__short_fscanf_square_64b.c,1.2620,0.0013,0.0016,20.0143,20.0134,1778,1990,35,15
